name,address,details,about,city,micromarket,img1,img2,price
"Salat Co-Working Space, Kalyani nagar, Pune",Near Bishop School,"Type: Meeting Room, Price: Price not available, Seats: 8 Seater; Type: Dedicated Desk, Price: ₹5550 / month /, Seats: Option 1","Salat Co-Working Space, Kalyani nagar is a good choice for companies looking for a coworking space in Pune. It is located in Kalyani nagar. The venue enjoys a great location advantage and provides easy and fast connectivity to the major transit points of the city. more",Pune,Kalyani Nagar,https://qdesq.imagekit.io/img/tr:n-detail_image/image/upload/v1585903509/nsoxcxohg7vafs0b1ihp.jpg, https://qdesq.imagekit.io/img/tr:w-400/image/upload/v1560154198/xqwwckm1xrqcto52qjmb.webp,5550.0
"EmergeFlow Technologies, Kothrud, Pune",Near Stanza living House,"Type: Meeting Room, Price: ₹700/ halfday, Seats: 5 Seater; Type: Private Office, Price: ₹3000 / month, Seats: 1 Seater; Type: Dedicated Desk, Price: ₹3000 / month /, Seats: Option 1","EmergeFlow Technologies, Kothrud is a good choice for companies looking for a coworking space in Pune. It is located in Kothrud. The venue enjoys a great location advantage and provides easy and fast connectivity to the major transit points of the city. more",Pune,Kothrud,https://qdesq.imagekit.io/tr:w-400/image/upload/v1660719624/m3dazpno40owzxsxh4hm.webp, https://qdesq.imagekit.io/tr:w-400/image/upload/v1660719637/xckblslmshic0hjnentv.webp,3000.0
"DW Learnwell, Aundh, Pune",Near Supreme Center,"Type: Meeting Room, Price: ₹1500/ halfday, Seats: 8 Seater; Type: Private Office, Price: ₹15000 / month, Seats: 2 Seater; Type: Dedicated Desk, Price: ₹4000 / month /, Seats: Option 1","DW Learnwell, Aundh is a good choice for companies looking for a coworking space in Pune. It is located in Aundh. The venue enjoys a great location advantage and provides easy and fast connectivity to the major transit points of the city. more",Pune,Aundh,https://qdesq.imagekit.io/img/tr:w-400/image/upload/v1513241578/zybsnlyoygtrwoxnmgpm.webp, https://qdesq.imagekit.io/img/tr:w-400/image/upload/v1513241578/mg77pj0ynyjfiotyttsk.webp,4000.0
"The Daftar, Sanewadi, Pune",Near Anna Idli Restaurant,"Type: Meeting Room, Price: Request for Quote, Seats: 4 Seater; Type: Private Office, Price: ₹30000 / month, Seats: 5 Seater","The Daftar, Sanewadi is a good choice for companies looking for a coworking space in Pune. It is located in Sanewadi. The venue enjoys a great location advantage and provides easy and fast connectivity to the major transit points of the city. more",Pune,Sanewadi,https://qdesq.imagekit.io/img/tr:w-400/image/upload/v1595749442/do31qatyq4wzlemh6ae4.webp, https://qdesq.imagekit.io/img/tr:w-400/image/upload/v1595749432/bsdyhy6mkre2ygvnq64g.webp,6000.0
"Workspace, Aundh, Pune",Near ICICI Bank Aundh Pune,"Type: Dedicated Desk, Price: ₹5000 / month /, Seats: Option 1","Workspace, Aundh is a good choice for companies looking for a coworking space in Pune. It is located in Aundh. The venue enjoys a great location advantage and provides easy and fast connectivity to the major transit points of the city. more",Pune,Aundh,https://qdesq.imagekit.io/img/tr:w-400/image/upload/v1560947498/sqtkre6xijzwi4b1mgiw.webp, https://qdesq.imagekit.io/img/tr:w-400/image/upload/v1560947500/smkym74i8sv844utekex.webp,5000.0
"Growworks , Aundh, Pune",Near Parihar Chowk,"Type: Meeting Room, Price: ₹3000/ halfday, Seats: 6 Seater; Type: Private Office, Price: ₹12000 / month, Seats: 2 Seater; Type: Dedicated Desk, Price: ₹5500 / month /, Seats: Option 1","Growworks , Aundh is a good choice for companies looking for a coworking space in Pune. It is located in Aundh. The venue enjoys a great location advantage and provides easy and fast connectivity to the major transit points of the city. more",Pune,Aundh,https://qdesq.imagekit.io/tr:w-400/image/upload/v1718968385/k4hlbgfyt6nqw32i6fdd.webp, https://qdesq.imagekit.io/tr:w-400/image/upload/v1718968385/cy2tb3ltbet5ig15eawm.webp,5500.0
"TRIOS, Yerawada, Pune",Near Shanti Honda,"Type: Meeting Room, Price: ₹3200/ halfday, Seats: 10 Seater; Type: Private Office, Price: ₹20000 / month, Seats: 3 Seater","TRIOS, Yerawada is a good choice for companies looking for a coworking space in Pune. It is located in Yerawada. The venue enjoys a great location advantage and provides easy and fast connectivity to the major transit points of the city. more",Pune,Yerawada,https://qdesq.imagekit.io/tr:w-400/image/upload/v1710141204/whbpxbwccto8y5tgkxg6.webp, https://qdesq.imagekit.io/tr:w-400/image/upload/v1710141201/dp3ilweksfqybv4zqt97.webp,6666.0
"11COWORK, Baner, Pune",Near Shreenivas Classic,"Type: Private Office, Price: ₹30000 / month, Seats: 3 Seater; Type: Dedicated Desk, Price: ₹7000 / month /, Seats: Option 1","11COWORK, Baner is a good choice for companies looking for a coworking space in Pune. It is located in Baner. The venue enjoys a great location advantage and provides easy and fast connectivity to the major transit points of the city. more",Pune,Baner,https://qdesq.imagekit.io/tr:w-400/image/upload/v1604494325/ptyrsokqu1ypaaany1mb.png, https://qdesq.imagekit.io/tr:w-400/image/upload/v1604494576/dwjopdcrzdtxj0qsxiuu.png,7000.0
"BootStart, Aundh, Pune",Near Gaikwad Petrol Pump,"Type: Private Office, Price: ₹42000 / month, Seats: 7 Seater; Type: Dedicated Desk, Price: ₹4499 / month /, Seats: Option 1","BootStart, Aundh is a good choice for companies looking for a coworking space in Pune. It is located in Aundh. The venue enjoys a great location advantage and provides easy and fast connectivity to the major transit points of the city. more",Pune,Aundh,https://qdesq.imagekit.io/tr:w-400/image/upload/v1676548320/ltmuou6saj55holbdf9g.webp, https://qdesq.imagekit.io/tr:w-400/image/upload/v1608021932/ejk0q2cdzqhzxr6uqqah.png,4499.0
"Cowerkz Coworking Space, Aundh, Pune",Near Laxmi Plaza,"Type: Dedicated Desk, Price: ₹7500 / month /, Seats: Option 1","Cowerkz Coworking Space, Aundh is a good choice for companies looking for a coworking space in Pune. It is located in Aundh. The venue enjoys a great location advantage and provides easy and fast connectivity to the major transit points of the city. more",Pune,Aundh,https://qdesq.imagekit.io/tr:w-400/image/upload/v1659086915/vzx81ydnvaijstuuhcw2.webp, https://qdesq.imagekit.io/tr:w-400/image/upload/v1659086912/ws5pnuan6dsjuk01eko3.webp,7500.0
"BootStart, Varsha Park, Pune",Near FPL Technologies,"Type: Meeting Room, Price: ₹1600/ halfday, Seats: 6 Seater; Type: Private Office, Price: ₹20000 / month, Seats: 2 Seater; Type: Dedicated Desk, Price: ₹7500 / month /, Seats: Option 1","BootStart, Varsha Park is a good choice for companies looking for a coworking space in Pune. It is located in Varsha Park. The venue enjoys a great location advantage and provides easy and fast connectivity to the major transit points of the city. more",Pune,Varsha Park,https://qdesq.imagekit.io/tr:w-400/image/upload/v1676545653/l7t4h6ogplfbdgqtlpvq.webp, https://qdesq.imagekit.io/tr:w-400/image/upload/v1676545653/bk8653ghf0kcjqvbaaqv.webp,7500.0
"Share-A-Space, Aundh, Pune",Near Westend Center 'One',"Type: Meeting Room, Price: ₹3000/ halfday, Seats: 8 Seater; Type: Private Office, Price: ₹285000 / month, Seats: 30 Seater; Type: Dedicated Desk, Price: ₹9000 / month /, Seats: Option 1","Share-A-Space, Aundh is a good choice for companies looking for a coworking space in Pune. It is located in Aundh. The venue enjoys a great location advantage and provides easy and fast connectivity to the major transit points of the city. more",Pune,Aundh,https://qdesq.imagekit.io/tr:w-400/image/upload/v1713853156/rgvv5m5sxtjqsyjptugh.jpg, https://qdesq.imagekit.io/tr:w-400/image/upload/v1713853156/ons8lh6jahlh0znuwchz.jpg,9000.0
"TRIOS, Viman Nagar, Pune",Near Lalwani Icon,"Type: Meeting Room, Price: ₹2000/ halfday, Seats: 4 Seater; Type: Private Office, Price: ₹15000 / month, Seats: 2 Seater","TRIOS, Viman Nagar is a good choice for companies looking for a coworking space in Pune. It is located in Viman Nagar. The venue enjoys a great location advantage and provides easy and fast connectivity to the major transit points of the city. more",Pune,Viman Nagar,https://qdesq.imagekit.io/tr:w-400/image/upload/v1710141530/a4tepwg42b3tqbclu9xy.webp, https://qdesq.imagekit.io/tr:w-400/image/upload/v1710141503/zzqlef1ncmvvohfjbu6t.webp,7500.0
"Ok Cowork, Kothrud, Pune",Near Mauli Apartment,"Type: Meeting Room, Price: ₹2500/ halfday, Seats: 8 Seater; Type: Private Office, Price: ₹30000 / month, Seats: 8 Seater","Ok Cowork, Kothrud is a good choice for companies looking for a coworking space in Pune. It is located in Kothrud. The venue enjoys a great location advantage and provides easy and fast connectivity to the major transit points of the city. more",Pune,Kothrud,https://qdesq.imagekit.io/tr:w-400/image/upload/v1657870184/crdm4yf0tv8mhz4rhpjn.jpg, https://qdesq.imagekit.io/tr:w-400/image/upload/v1657870188/j1sscdvn7bnev5zdl5tw.jpg,3750.0
"Growworks, Dapodi, Pune",Near Sanobar Bangles Store,"Type: Private Office, Price: ₹15000 / month, Seats: 3 Seater; Type: Dedicated Desk, Price: ₹3000 / month /, Seats: Option 1; Type: Virtual Office, Price: Price not available, Seats: ","Growworks, Dapodi is a good choice for companies looking for a coworking space in Pune. It is located in Dapodi. The venue enjoys a great location advantage and provides easy and fast connectivity to the major transit points of the city. more",Pune,Dapodi,https://qdesq.imagekit.io/tr:w-400/image/upload/v1654760303/pikp9nuboac0lmw0hi5z.jpg, https://qdesq.imagekit.io/tr:w-400/image/upload/v1654760303/d0sja8mor43zoh6o4zyk.jpg,3000.0
"Thinkcowork Coworking space, Aundh, Pune",Near Oppo Service Center,"Type: Meeting Room, Price: ₹2000/ halfday, Seats: 8 Seater; Type: Private Office, Price: ₹20000 / month, Seats: 4 Seater","Thinkcowork Coworking space, Aundh is a good choice for companies looking for a coworking space in Pune. It is located in Aundh. The venue enjoys a great location advantage and provides easy and fast connectivity to the major transit points of the city. more",Pune,Aundh,https://qdesq.imagekit.io/tr:w-400/image/upload/v1610705841/ipdxr3jtdofq4zemfylg.webp, https://qdesq.imagekit.io/tr:w-400/image/upload/v1643805028/grdkvrad2keatnwohtmh.webp,5000.0
"Innoworks, Pashan, Pune",Near Deron Heights,"Type: Private Office, Price: ₹99000 / month, Seats: 10 Seater; Type: Dedicated Desk, Price: ₹7500 / month /, Seats: Option 1","Innoworks, Pashan is a good choice for companies looking for a coworking space in Pune. It is located in Pashan. The venue enjoys a great location advantage and provides easy and fast connectivity to the major transit points of the city. more",Pune,Pashan,https://qdesq.imagekit.io/tr:w-400/image/upload/v1718690138/bh9lyyfaecao0vrlvkzs.jpg, https://qdesq.imagekit.io/tr:w-400/image/upload/v1718690138/s62gdyeonsaa8ceieycl.jpg,7500.0
"Executive Centre, Yerwada, Pune",Near Kekean HP Gas,"Type: Dedicated Desk, Price: Price not available, Seats: Option 1","Executive Centre, Yerwada is a good choice for companies looking for a coworking space in Pune. It is located in Yerwada. The venue enjoys a great location advantage and provides easy and fast connectivity to the major transit points of the city. more",Pune,Yerwada,https://qdesq.imagekit.io/img/tr:w-400/image/upload/v1531992933/bcn6scfxuyelgrpiqhnl.webp, https://qdesq.imagekit.io/img/tr:w-400/image/upload/v1531992932/gjpo6vgsg2hq3f0tfrac.webp,0.0
"Acesswork, Baner, Pune",Opp. Symantic Building,"Type: Meeting Room, Price: Price not available, Seats: 8 Seater; Type: Private Office, Price: ₹90000 / month, Seats: 10 Seater; Type: Dedicated Desk, Price: ₹9000 / month /, Seats: Option 1","Acesswork, Baner is a good choice for companies looking for a coworking space in Pune. It is located in Baner. The venue enjoys a great location advantage and provides easy and fast connectivity to the major transit points of the city. more",Pune,Baner,https://qdesq.imagekit.io/tr:w-400/image/upload/v1616584492/hjxeejarku3ldlmhw48c.webp, https://qdesq.imagekit.io/tr:w-400/image/upload/v1616584517/jd4k6eqzpl12zo3gdqpp.webp,9000.0
"Spaces World, Magarpatta, Pune",Near HDFC Bank,"Type: Meeting Room, Price: ₹3000/ halfday, Seats: 6 Seater; Type: Dedicated Desk, Price: ₹11500 / month /, Seats: Option 1; Type: Training Room, Price: ₹3000/ halfday, Seats: 10 Seater","Spaces World, Magarpatta is a good choice for companies looking for a coworking space in Pune. It is located in Magarpatta. The venue enjoys a great location advantage and provides easy and fast connectivity to the major transit points of the city. more",Pune,Magarpatta City,https://qdesq.imagekit.io/img/tr:w-400/image/upload/v1597222112/s3s2yaytfwhahs43tqev.webp, https://qdesq.imagekit.io/img/tr:w-400/image/upload/v1597222112/vqn4rcs7o3wsnqloukw0.webp,11500.0
"Regus, Magarpatta City, Pune",Near HDFC Bank,"Type: Private Office, Price: ₹700000 / month, Seats: 56 Seater; Type: Dedicated Desk, Price: ₹12100 / month /, Seats: Option 1","Regus, Magarpatta City is a good choice for companies looking for a coworking space in Pune. It is located in Magarpatta City. The venue enjoys a great location advantage and provides easy and fast connectivity to the major transit points of the city. more",Pune,Magarpatta City,https://qdesq.imagekit.io/img/tr:n-detail_image/image/upload/v1588755593/zqd6hscvur29v9t9029z.jpg, https://qdesq.imagekit.io/img/tr:n-detail_image/image/upload/v1588755155/bixfxx4e9erxytomdqst.jpg,12100.0
"Cowrks, Baner, Pune",Near 45 Icon,"Type: Private Office, Price: ₹17500 / month, Seats: Seater; Type: Dedicated Desk, Price: ₹15000 / month /, Seats: Option 1","Cowrks, Baner is a good choice for companies looking for a coworking space in Pune. It is located in Baner. The venue enjoys a great location advantage and provides easy and fast connectivity to the major transit points of the city. more",Pune,Baner,https://qdesq.imagekit.io/tr:w-400/image/upload/v1698057232/ttb4ksacq2kmfeq4x3mi.webp, https://qdesq.imagekit.io/tr:w-400/image/upload/v1698057227/jp3abeuiefmp85zeottk.webp,15000.0
"Karyalaya, Baner, Pune",Near Vijay Sales- Baner,"Type: Meeting Room, Price: Price not available, Seats: 3 Seater; Type: Private Office, Price: ₹7000 / month, Seats: 1 Seater; Type: Dedicated Desk, Price: ₹6000 / month /, Seats: Option 1","Karyalaya, Baner is a good choice for companies looking for a coworking space in Pune. It is located in Baner. The venue enjoys a great location advantage and provides easy and fast connectivity to the major transit points of the city. more",Pune,Baner,https://qdesq.imagekit.io/tr:w-400/image/upload/v1618472359/o8h4zixefs55sm4hdxql.webp, https://qdesq.imagekit.io/tr:w-400/image/upload/v1618472142/hivowgdkj0krkqney2nm.jpg,6000.0
"India Accelerator, Baner, Pune",Near Montclaire,"Type: Meeting Room, Price: ₹4800/ halfday, Seats: 8 Seater; Type: Private Office, Price: ₹72000 / month, Seats: 6 Seater; Type: Dedicated Desk, Price: ₹10000 / month /, Seats: Option 1","India Accelerator, Baner is a good choice for companies looking for a coworking space in Pune. It is located in Baner. The venue enjoys a great location advantage and provides easy and fast connectivity to the major transit points of the city. more",Pune,Baner,https://qdesq.imagekit.io/tr:w-400/image/upload/v1704970311/ww7phupextwli226tzbg.webp, https://qdesq.imagekit.io/tr:w-400/image/upload/v1704970311/sytaa0w5dvvgaxzwws2l.webp,10000.0
"Iziel, Hadapsar, Pune",Near Honeywell Automation India Ltd.,"Type: Dedicated Desk, Price: ₹6500 / month /, Seats: Option 1","Iziel, Hadapsar is a good choice for companies looking for a coworking space in Pune. It is located in Hadapsar. The venue enjoys a great location advantage and provides easy and fast connectivity to the major transit points of the city. more",Pune,Hadapsar,https://qdesq.imagekit.io/img/tr:w-400/image/upload/v1479188538/iv7ttdmqy13lqylu7zvb.webp, https://qdesq.imagekit.io/img/tr:w-400/image/upload/v1479188537/tot1ma4og55oh3s4otq0.webp,6500.0
"Ideas to Impacts Hub, Baner, Pune",Near SBI,"Type: Meeting Room, Price: ₹3000/ halfday, Seats: 5 Seater; Type: Private Office, Price: ₹48000 / month, Seats: 4 Seater; Type: Dedicated Desk, Price: ₹10000 / month /, Seats: Option 1","Ideas to Impacts Hub, Baner is a good choice for companies looking for a coworking space in Pune. It is located in Baner. The venue enjoys a great location advantage and provides easy and fast connectivity to the major transit points of the city. more",Pune,Baner,https://qdesq.imagekit.io/img/tr:w-400/image/upload/v1556264585/hymci2e6hhb3sesdexcq.webp, https://qdesq.imagekit.io/img/tr:w-400/image/upload/v1556264585/pef8l6efte0zmmkjatll.webp,10000.0
"IndiQube, Baner, Pune",Near The Kode,"Type: Dedicated Desk, Price: ₹9500 / month /, Seats: Option 1","IndiQube, Baner is a good choice for companies looking for a coworking space in Pune. It is located in Baner. The venue enjoys a great location advantage and provides easy and fast connectivity to the major transit points of the city. more",Pune,Baner,https://qdesq.imagekit.io/img/tr:n-detail_image/image/upload/v1587547205/sicdvgopnul9v6xzh28s.jpg, https://qdesq.imagekit.io/img/tr:n-detail_image/image/upload/v1587547211/hzxjhhuapt5wstck0hcl.jpg,9500.0
"Awfis, Baner, Pune",Near Link Road Baner,"Type: Meeting Room, Price: ₹4800/ halfday, Seats: 8 Seater; Type: Private Office, Price: ₹26000 / month, Seats: 2 Seater","Awfis, Baner is a good choice for companies looking for a coworking space in Pune. It is located in Baner. The venue enjoys a great location advantage and provides easy and fast connectivity to the major transit points of the city. more",Pune,Baner,https://qdesq.imagekit.io/img/tr:w-400/image/upload/v1558759719/g71epdvsrslxli7gudwe.webp, https://qdesq.imagekit.io/img/tr:w-400/image/upload/v1558759726/fcmuiyi4gxmwbysx5wzx.webp,13000.0
"Atmana Co Work, Warje, Pune",Near Shubham Heights,"Type: Dedicated Desk, Price: ₹5000 / month /, Seats: Option 1","Atmana Co Work, Warje is a good choice for companies looking for a coworking space in Pune. It is located in Warje. The venue enjoys a great location advantage and provides easy and fast connectivity to the major transit points of the city. more",Pune,Warje,https://qdesq.imagekit.io/tr:w-400/image/upload/v1676372575/yj04vq8to6y8cwzsnjpk.webp, https://qdesq.imagekit.io/tr:w-400/image/upload/v1676372568/csu0lhwoaygeqsktj9q8.webp,5000.0
"TRIOS, Baner, Pune",Near Mont Vert Spectra,"Type: Meeting Room, Price: ₹3200/ halfday, Seats: 10 Seater; Type: Private Office, Price: ₹24000 / month, Seats: 3 Seater","TRIOS, Baner is a good choice for companies looking for a coworking space in Pune. It is located in Baner. The venue enjoys a great location advantage and provides easy and fast connectivity to the major transit points of the city. more",Pune,Baner,https://qdesq.imagekit.io/tr:w-400/image/upload/v1710140474/hreguhsgegpeaxgnyr5o.webp, https://qdesq.imagekit.io/tr:w-400/image/upload/v1710140579/ufckzfv3uakld7t3hyey.webp,8000.0
"BootStart, Baner, Pune",Near Pallod Farms,"Type: Private Office, Price: ₹77000 / month, Seats: 7 Seater; Type: Dedicated Desk, Price: ₹10500 / month /, Seats: Option 1","BootStart, Baner is a good choice for companies looking for a coworking space in Pune. It is located in Baner. The venue enjoys a great location advantage and provides easy and fast connectivity to the major transit points of the city. more",Pune,Baner,https://qdesq.imagekit.io/tr:w-400/image/upload/v1676548160/pufo1crdug5taqj2w6mi.webp, https://qdesq.imagekit.io/tr:w-400/image/upload/v1676548204/bgj8g7rwwqqryxisbski.webp,10500.0
"BootStart, Aundh, Pune",Near Anugrah Bunglow,"Type: Meeting Room, Price: ₹1600/ halfday, Seats: 6 Seater; Type: Private Office, Price: ₹20000 / month, Seats: 2 Seater; Type: Dedicated Desk, Price: ₹7500 / month /, Seats: Option 1","BootStart, Aundh is a good choice for companies looking for a coworking space in Pune. It is located in Aundh. The venue enjoys a great location advantage and provides easy and fast connectivity to the major transit points of the city. more",Pune,Aundh,https://qdesq.imagekit.io/tr:w-400/image/upload/v1628672361/hed0tbp6dadpt8c2p2me.webp, https://qdesq.imagekit.io/tr:w-400/image/upload/v1628672321/gbmhy4q33ima5capbqgn.webp,7500.0
"TRIOS, Sakore Nagar, Pune",Near ibis Pune Viman Nagar,"Type: Meeting Room, Price: ₹2000/ halfday, Seats: 4 Seater; Type: Private Office, Price: ₹20000 / month, Seats: 2 Seater","TRIOS, Sakore Nagar is a good choice for companies looking for a coworking space in Pune. It is located in Sakore Nagar. The venue enjoys a great location advantage and provides easy and fast connectivity to the major transit points of the city. more",Pune,Sakore Nagar,https://qdesq.imagekit.io/tr:w-400/image/upload/v1710141855/vrlmn3soj4zaqhnq5vnj.webp, https://qdesq.imagekit.io/tr:w-400/image/upload/v1710142007/h8a9ykdzakrylpkogvos.webp,10000.0
"Incube2 Space, Aundh, Pune",Near Medipoint Hospital,"Type: Meeting Room, Price: ₹10000/ day, Seats: 8 Seater; Type: Private Office, Price: ₹8800 / month, Seats: 2 Seater","Incube2 Space, Aundh is a good choice for companies looking for a coworking space in Pune. It is located in Aundh. The venue enjoys a great location advantage and provides easy and fast connectivity to the major transit points of the city. more",Pune,Aundh,https://qdesq.imagekit.io/img/tr:w-400/image/upload/v1522654738/vgndco9uvxbrlszi52ig.webp, https://qdesq.imagekit.io/img/tr:w-400/image/upload/v1522654738/zpydhc9l4ubm6wb3unx0.webp,4400.0
"InCube Cowork, Baner, Pune",Near Vitalife Medipoint Hospital,"Type: Private Office, Price: ₹12000 / month, Seats: 4 Seater; Type: Dedicated Desk, Price: ₹4400 / month /, Seats: Option 1; Type: Virtual Office, Price: ₹10000 /year, Seats: ","InCube Cowork, Baner is a good choice for companies looking for a coworking space in Pune. It is located in Baner. The venue enjoys a great location advantage and provides easy and fast connectivity to the major transit points of the city. more",Pune,Baner,https://qdesq.imagekit.io/tr:w-400/image/upload/v1627377271/mtoo6ajmkhejv4ckl7tu.webp, https://qdesq.imagekit.io/tr:w-400/image/upload/v1627377271/rdexceo6agobusu4az5m.webp,4400.0
"Sector 7, Viman Nagar, Pune",Town Square,"Type: Private Office, Price: ₹30000 / month, Seats: 3 Seater; Type: Dedicated Desk, Price: ₹9000 / month /, Seats: Option 1","Sector 7, Viman Nagar is a good choice for companies looking for a coworking space in Pune. It is located in Viman Nagar. The venue enjoys a great location advantage and provides easy and fast connectivity to the major transit points of the city. more",Pune,Viman Nagar,https://qdesq.imagekit.io/img/image/upload/tr:w-400/v1518418542/d8a7mj10600vnywyhsm9.webp, https://qdesq.imagekit.io/img/image/upload/tr:w-400/v1518418548/bxmcd73cyecnbmb1m9gf.webp,9000.0
"Grafio, Baner, Pune",Near Occasions Lawns,"Type: Meeting Room, Price: ₹3000/ halfday, Seats: 10 Seater; Type: Private Office, Price: ₹275000 / month, Seats: 50 Seater","Grafio, Baner is a good choice for companies looking for a coworking space in Pune. It is located in Baner. The venue enjoys a great location advantage and provides easy and fast connectivity to the major transit points of the city. more",Pune,Baner,https://qdesq.imagekit.io/img/tr:w-400/image/upload/v1645856177/qmr76wfpdbgw77bmfevw.jpg, https://qdesq.imagekit.io/img/tr:w-400/image/upload/v1645855865/d6ej27z5gho1iww16dbf.jpg,5500.0
"AWFIS, Balewadi, Pune",Near Padmavilas Society,"Type: Meeting Room, Price: ₹3600/ halfday, Seats: 4 Seater; Type: Private Office, Price: ₹26000 / month, Seats: 2 Seater; Type: Dedicated Desk, Price: ₹11000 / month /, Seats: Option 1","AWFIS, Balewadi is a good choice for companies looking for a coworking space in Pune. It is located in Balewadi. The venue enjoys a great location advantage and provides easy and fast connectivity to the major transit points of the city. more",Pune,Balewadi,https://qdesq.imagekit.io/tr:w-400/image/upload/v1628323292/ij74qwu8wnx0mqi8eg9j.webp, https://qdesq.imagekit.io/tr:w-400/image/upload/v1628323293/cgqopbkmauhantni4zxp.webp,11000.0
"Jivika Workspaces, Baner, Pune",Near Windsor Commerce Building,"Type: Meeting Room, Price: ₹3000/ halfday, Seats: 7 Seater; Type: Dedicated Desk, Price: ₹5500 / month /, Seats: Option 1","Jivika Workspaces, Baner is a good choice for companies looking for a coworking space in Pune. It is located in Baner. The venue enjoys a great location advantage and provides easy and fast connectivity to the major transit points of the city. more",Pune,Baner,https://qdesq.imagekit.io/tr:w-400/image/upload/v1712388466/djelozw2dcujzaoaqnz5.jpg, https://qdesq.imagekit.io/tr:w-400/image/upload/v1712389445/tqj7yjguioedx9ljhl9g.jpg,5500.0
"Smartworks, Magarpatta City, Pune",Near Summer Court,"Type: Meeting Room, Price: Price not available, Seats: 8 Seater; Type: Private Office, Price: ₹1008000 / month, Seats: 112 Seater; Type: Dedicated Desk, Price: ₹10000 / month /, Seats: Option 1","Smartworks, Magarpatta City is a good choice for companies looking for a coworking space in Pune. It is located in Magarpatta City. The venue enjoys a great location advantage and provides easy and fast connectivity to the major transit points of the city. more",Pune,Magarpatta City,https://qdesq.imagekit.io/img/tr:w-400/image/upload/v1575363172/g4kuwiet2ubuwgdlyl7y.webp, https://qdesq.imagekit.io/img/tr:w-400/image/upload/v1575363218/uq6v22anabnolv7gma0u.webp,10000.0
"TRIOS, Baner, Pune",Near Windsor Commerce,"Type: Meeting Room, Price: ₹3200/ halfday, Seats: 4 Seater; Type: Private Office, Price: ₹32000 / month, Seats: 4 Seater","TRIOS, Baner is a good choice for companies looking for a coworking space in Pune. It is located in Baner. The venue enjoys a great location advantage and provides easy and fast connectivity to the major transit points of the city. more",Pune,Baner,https://qdesq.imagekit.io/tr:w-400/image/upload/v1656415112/whvdnkqhygb27uvhrmtm.webp, https://qdesq.imagekit.io/tr:w-400/image/upload/v1656415112/s6ck7vly2vsmgcxzefux.webp,8000.0
"Cowerkz, Pashan, Pune",Near VEN Business Center,"Type: Meeting Room, Price: ₹1200/ halfday, Seats: 4 Seater; Type: Private Office, Price: ₹280000 / month, Seats: 35 Seater","Cowerkz, Pashan is a good choice for companies looking for a coworking space in Pune. It is located in Pashan. The venue enjoys a great location advantage and provides easy and fast connectivity to the major transit points of the city. more",Pune,Pashan,https://qdesq.imagekit.io/tr:w-400/image/upload/v1670582390/s6efvsbyjzjtjgyd1xjw.jpg, https://qdesq.imagekit.io/tr:w-400/image/upload/v1670582166/ljumbubo6rac2y6aze5g.jpg,8000.0
"Next Page Co-working, Baner, Pune",Opposite Badshadi Hotel,"Type: Meeting Room, Price: Price not available, Seats: 8 Seater; Type: Private Office, Price: ₹16500 / month, Seats: 3 Seater","Next Page Co-working, Baner is a good choice for companies looking for a coworking space in Pune. It is located in Baner. The venue enjoys a great location advantage and provides easy and fast connectivity to the major transit points of the city. more",Pune,Baner,https://qdesq.imagekit.io/img/tr:w-400/image/upload/v1597324970/mogug8ofgwdrtnqzgqta.webp, https://qdesq.imagekit.io/img/tr:w-400/image/upload/v1597324442/bpsaupxi03dfvy2zfppt.webp,5500.0
"IndiQube, Baner, Pune",Near Amar Apex Commercial Complex,"Type: Private Office, Price: ₹17000 / month, Seats: 2 Seater; Type: Dedicated Desk, Price: ₹8000 / month /, Seats: Option 1; Type: Virtual Office, Price: ₹24000 /year, Seats: ","IndiQube, Baner is a good choice for companies looking for a coworking space in Pune. It is located in Baner. The venue enjoys a great location advantage and provides easy and fast connectivity to the major transit points of the city. more",Pune,Baner,https://qdesq.imagekit.io/tr:w-400/image/upload/v1676895449/fewmepwnvvh0fvrvxsyi.webp, https://qdesq.imagekit.io/tr:w-400/image/upload/v1603442425/ta9kvrd1z0cc9vslw1qi.jpg,8000.0
"Awfis - Que Spaces, Hadapsar, Pune",Near Star Bazaar,"Type: Meeting Room, Price: ₹5200/ halfday, Seats: 6 Seater; Type: Private Office, Price: ₹65000 / month, Seats: 5 Seater","Awfis - Que Spaces, Hadapsar is a good choice for companies looking for a coworking space in Pune. It is located in Hadapsar. The venue enjoys a great location advantage and provides easy and fast connectivity to the major transit points of the city. more",Pune,Hadapsar,https://qdesq.imagekit.io/img/tr:w-400/image/upload/v1583494239/pqs3gkurgn6d4k4mxdtw.webp, https://qdesq.imagekit.io/img/tr:w-400/image/upload/v1583494239/jfww14qcpqmfw5nf4cnh.webp,13000.0
"Anant, Katraj, Pune",Near Morebaug,"Type: Dedicated Desk, Price: ₹8000 / month /, Seats: Option 1","Anant, Katraj is a good choice for companies looking for a coworking space in Pune. It is located in Katraj. The venue enjoys a great location advantage and provides easy and fast connectivity to the major transit points of the city. more",Pune,Katraj,https://qdesq.imagekit.io/tr:w-400/image/upload/v1718088425/gywlliv3xd89qr07sfqn.jpg, https://qdesq.imagekit.io/tr:w-400/image/upload/v1718088453/bodkcnhov0c292afnozl.jpg,8000.0
